"stock","timeStamp","month","open","high","low","close","change"
"NCC","2019-12-20 00:00:00","December","53.9","54.8","53.7","54.3","0.00742"
"NCLIND","2019-12-20 00:00:00","December","83.1","84.9","82.9","84","0.01083"
"NDGL","2019-12-20 00:00:00","December","598.5","598.5","598.5","598.5","0"
"NDL","2019-12-20 00:00:00","December","27.15","27.9","26.9","27.3","0.00552"
"NDTV","2019-12-20 00:00:00","December","26.65","26.85","26.1","26.3","-0.01313"
"NECCLTD","2019-12-20 00:00:00","December","5.1","5.35","5.1","5.2","0.01961"
"NECLIFE","2019-12-20 00:00:00","December","13","13.75","12.95","13.05","0.00385"
"NELCAST","2019-12-20 00:00:00","December","53.75","53.75","51.5","52.1","-0.0307"
"NELCO","2019-12-20 00:00:00","December","229.85","232","226.5","226.9","-0.01283"
"NEOGEN","2019-12-20 00:00:00","December","353.25","364","346.54999","352.85001","-0.00113"
"NESCO","2019-12-20 00:00:00","December","628.25","644","628.25","639.15","0.01735"
"NESTLEIND","2019-12-20 00:00:00","December","14260","14978","14222.05","14858.25","0.04195"
"NETWORK18","2019-12-20 00:00:00","December","25.8","26.35","25.3","25.6","-0.00775"
"NEULANDLAB","2019-12-20 00:00:00","December","395.7","453.05","395.2","420.85","0.06356"
"NEWGEN","2019-12-20 00:00:00","December","197","201","194.45","199.5","0.01269"
"NFL","2019-12-20 00:00:00","December","25.1","25.55","25.05","25.15","0.00199"
"NH","2019-12-20 00:00:00","December","24.05","24.4","24","24.25","0.00832"
"NHPC","2019-12-20 00:00:00","December","24.05","24.4","24","24.25","0.00832"
"NIACL","2019-12-20 00:00:00","December","144.35","144.85","142","143.4","-0.00658"
"NIBL","2019-12-20 00:00:00","December","6.85","6.95","6.45","6.8","-0.0073"
"NIITLTD","2019-12-20 00:00:00","December","96.1","97.15","95.4","96.05","-0.00052"
"NILAINFRA","2019-12-20 00:00:00","December","4.35","4.5","4.2","4.35","0"
"NILKAMAL","2019-12-20 00:00:00","December","1275.65","1275.65","1253","1258.2","-0.01368"
"NIPPOBATRY","2019-12-20 00:00:00","December","249.5","253.52","242.5","245.68","-0.01531"
"NIRAJ","2019-12-20 00:00:00","December","112","112","112","112","0"
"NIRAJISPAT","2019-12-20 00:00:00","December","112","112","112","112","0"
"NITCO","2019-12-20 00:00:00","December","29.4","29.8","28.95","29.35","-0.0017"
"NITINFIRE","2019-12-20 00:00:00","December","0.4","0.45","0.35","0.4","0"
"NITINSPIN","2019-12-20 00:00:00","December","48.5","48.6","46.3","48","-0.01031"
"NLCINDIA","2019-12-20 00:00:00","December","54.1","55.4","53.45","54.4","0.00555"
"NMDC","2019-12-20 00:00:00","December","124.45","124.9","122.6","124.35","-0.0008"
"NOCIL","2019-12-20 00:00:00","December","102.25","102.5","99.45","99.8","-0.02396"
"NOIDATOLL","2019-12-20 00:00:00","December","3.1","3.1","2.95","3.05","-0.01613"
"NORBTEAEXP","2019-12-20 00:00:00","December","3.75","3.75","3.75","3.75","0"
"NOVARTIND","2019-12-20 00:00:00","December","676.05","699","671","686.3","0.01516"
"NRAIL","2019-12-20 00:00:00","December","207.8","211","201.7","208.4","0.00289"
"NRBBEARING","2019-12-20 00:00:00","December","96.8","96.8","94.05","94.45","-0.02428"
"NSIL","2019-12-20 00:00:00","December","678","723.9","677.95","717.9","0.05885"
"NTPC","2019-12-20 00:00:00","December","114.05","115.4","113.8","114.7","0.0057"
"NUCLEUS","2019-12-20 00:00:00","December","282.5","284.8","281.25","282.65","0.00053"
"NXTDIGITAL","2019-12-20 00:00:00","December","333.64","341.6","324.39","332.27","-0.00411"
"OAL","2019-12-20 00:00:00","December","173.05","176.2","173","176.2","0.0182"
"OBEROIRLTY","2019-12-20 00:00:00","December","520.1","524.1","515.2","517.95","-0.00413"
"OCCL","2019-12-20 00:00:00","December","991","1016.55","991","1005.9","0.01504"
"OFSS","2019-12-20 00:00:00","December","2928.4","2946","2875","2886.6","-0.01427"
"OIL","2019-12-20 00:00:00","December","126","126.8","124.85","125.15","-0.00675"
"OILCOUNTUB","2019-12-20 00:00:00","December","5.8","5.95","5.55","5.7","-0.01724"
"OLECTRA","2019-12-20 00:00:00","December","196.8","196.8","166.6","185.2","-0.05894"
"OMAXAUTO","2019-12-20 00:00:00","December","46.3","46.35","44.1","44.6","-0.03672"
"OMAXE","2019-12-20 00:00:00","December","155","157","155","155.85","0.00548"
"OMINFRAL","2019-12-20 00:00:00","December","22.95","23.75","22.6","23.3","0.01525"
"OMKARCHEM","2019-12-20 00:00:00","December","3.6","3.85","3.55","3.75","0.04167"
"ONELIFECAP","2019-12-20 00:00:00","December","5.75","6.05","5.75","6.05","0.05217"
"ONEPOINT","2019-12-20 00:00:00","December","14.7","15.3","14.7","15.3","0.04082"
"ONGC","2019-12-20 00:00:00","December","126","126.8","124.85","125.15","-0.00675"
"ONMOBILE","2019-12-20 00:00:00","December","31.05","31.15","30.8","30.9","-0.00483"
"ONWARDTEC","2019-12-20 00:00:00","December","66.05","66.05","65.2","65.4","-0.00984"
"OPTIEMUS","2019-12-20 00:00:00","December","30.8","30.8","29.2","29.45","-0.04383"
"ORBTEXP","2019-12-20 00:00:00","December","86","86","80.55","83.75","-0.02616"
"ORICONENT","2019-12-20 00:00:00","December","17.2","17.4","16.95","17","-0.01163"
"ORIENTABRA","2019-12-20 00:00:00","December","15.85","16","15.5","15.7","-0.00946"
"ORIENTALTL","2019-12-20 00:00:00","December","9.55","9.9","9.5","9.7","0.01571"
"ORIENTBELL","2019-12-20 00:00:00","December","130.45","130.45","128.55","129.25","-0.0092"
"ORIENTCEM","2019-12-20 00:00:00","December","70","70.7","69.55","69.75","-0.00357"
"ORIENTELEC","2019-12-20 00:00:00","December","186.1","187.95","184.1","186.65","0.00296"
"ORIENTHOT","2019-12-20 00:00:00","December","34.2","35","34.15","34.35","0.00439"
"ORIENTLTD","2019-12-20 00:00:00","December","92","92.4","90.2","91","-0.01087"
"ORIENTPPR","2019-12-20 00:00:00","December","27.6","27.6","26.3","26.4","-0.04348"
"ORISSAMINE","2019-12-20 00:00:00","December","1324.9","1340","1296.05","1301.2","-0.01789"
"ORTINLAB","2019-12-20 00:00:00","December","26.46","26.46","23.44","23.44","-0.11413"
"OSWALAGRO","2019-12-20 00:00:00","December","5.2","5.2","4.85","4.95","-0.04808"
"PAGEIND","2019-12-20 00:00:00","December","21970","22611.25","21837.4","21992.45","0.00102"
"PAISALO","2019-12-20 00:00:00","December","436.05","444.3","423.1","432.95","-0.00711"
"PALASHSECU","2019-12-20 00:00:00","December","26.9","27.85","25.55","26.35","-0.02045"
"PALREDTEC","2019-12-20 00:00:00","December","16.25","17.05","16.25","16.35","0.00615"
"PANACEABIO","2019-12-20 00:00:00","December","130.5","131.95","126.2","127.15","-0.02567"
"PANAMAPET","2019-12-20 00:00:00","December","61.85","61.9","58","58.7","-0.05093"
"PAR","2019-12-20 00:00:00","December","204","208.8","203","203.9","-0.00049"
"PARACABLES","2019-12-20 00:00:00","December","8.35","8.5","8.35","8.5","0.01796"
"PARAGMILK","2019-12-20 00:00:00","December","142.15","142.55","139.5","140.75","-0.00985"
"PARSVNATH","2019-12-20 00:00:00","December","2","2","1.9","2","0"
"PATELENG","2019-12-20 00:00:00","December","14.65","14.75","14.25","14.4","-0.01706"
"PATINTLOG","2019-12-20 00:00:00","December","9.08","9.15","8.76","8.81","-0.02974"
"PATSPINLTD","2019-12-20 00:00:00","December","5.2","6.15","5.15","5.45","0.04808"
"PCJEWELLER","2019-12-20 00:00:00","December","24.25","24.6","24","24.15","-0.00412"
"PDMJEPAPER","2019-12-20 00:00:00","December","14.4","14.45","14.1","14.35","-0.00347"
"PDPL","2019-12-20 00:00:00","December","3.15","3.15","3.15","3.15","0"
"PDSMFL","2019-12-20 00:00:00","December","321","325","318","321","0"
"PEARLPOLY","2019-12-20 00:00:00","December","15.2","15.2","15.2","15.2","0"
"PEL","2019-12-20 00:00:00","December","1597.95","1610.64","1593.07","1597.99","0.00003"
"PENIND","2019-12-20 00:00:00","December","26.1","26.9","26.05","26.35","0.00958"
"PENINLAND","2019-12-20 00:00:00","December","4.15","4.15","4","4.1","-0.01205"
"PERSISTENT","2019-12-20 00:00:00","December","682.1","690","676","684.15","0.00301"
"PETRONET","2019-12-20 00:00:00","December","276.8","281.5","275.05","275.85","-0.00343"
"PFC","2019-12-20 00:00:00","December","113.15","114.35","112.8","113.3","0.00133"
"PFIZER","2019-12-20 00:00:00","December","4289.55","4347.95","4235","4263.55","-0.00606"
"PFOCUS","2019-12-20 00:00:00","December","42.55","44","42.05","43.45","0.02115"
"PFS","2019-12-20 00:00:00","December","13.1","13.1","12.75","12.85","-0.01908"
"KECL","2019-12-20 00:00:00","December","295.8","300.95","293","299.1","0.01116"
"KEI","2019-12-20 00:00:00","December","436.8","440","431","437.05","0.00057"
"KELLTONTEC","2019-12-20 00:00:00","December","16.75","17.8","16.75","17.6","0.05075"
"KENNAMET","2019-12-20 00:00:00","December","980.65","989.35","961","969.1","-0.01178"
"KERNEX","2019-12-20 00:00:00","December","21","21","19.5","19.5","-0.07143"
"KESORAMIND","2019-12-20 00:00:00","December","45.65","47.56","45.65","46.85","0.02629"
"KHADIM","2019-12-20 00:00:00","December","167.5","178.3","164","174.55","0.04209"
"KHAICHEM","2019-12-20 00:00:00","December","7.61","7.96","7.6","7.87","0.03417"
"KHAITANLTD","2019-12-20 00:00:00","December","19.8","19.8","18.1","18.1","-0.08586"
"KICL","2019-12-20 00:00:00","December","1701.05","1718","1660","1691.85","-0.00541"
"KILITCH","2019-12-20 00:00:00","December","127.7","128.9","123.1","124.35","-0.02623"
"KINGFA","2019-12-20 00:00:00","December","616.6","619","616.1","617.85","0.00203"
"KIOCL","2019-12-20 00:00:00","December","112.55","113.3","110.25","111.35","-0.01066"
"KIRIINDUS","2019-12-20 00:00:00","December","360.05","362.1","353.75","354.9","-0.0143"
"KIRLFER","2019-12-20 00:00:00","December","61.35","62","58.15","61.25","-0.00163"
"KIRLOSBROS","2019-12-20 00:00:00","December","134","137.95","128","133.2","-0.00597"
"KIRLOSENG","2019-12-20 00:00:00","December","144.3","164.2","143","155.9","0.08039"
"KIRLOSIND","2019-12-20 00:00:00","December","610.95","612","600.1","606","-0.0081"
"KITEX","2019-12-20 00:00:00","December","93.75","94.95","93.5","94","0.00267"
"KKCL","2019-12-20 00:00:00","December","193","195","189.4","190.2","-0.01451"
"KMSUGAR","2019-12-20 00:00:00","December","6.65","6.7","6.45","6.6","-0.00752"
"KNRCON","2019-12-20 00:00:00","December","117.22","117.22","115","115.47","-0.01493"
"KOKUYOCMLN","2019-12-20 00:00:00","December","73.85","76.55","73.15","74.7","0.01151"
"KOLTEPATIL","2019-12-20 00:00:00","December","254","266.3","253.85","264.2","0.04016"
"KOPRAN","2019-12-20 00:00:00","December","31.15","31.4","30.4","30.55","-0.01926"
"KOTAKBANK","2019-12-20 00:00:00","December","1723.15","1724.4","1687.3","1692.7","-0.01767"
"KOTARISUG","2019-12-20 00:00:00","December","10.1","10.25","9.75","9.85","-0.02475"
"KOTHARIPET","2019-12-20 00:00:00","December","16.25","16.25","15.95","16","-0.01538"
"KOTHARIPRO","2019-12-20 00:00:00","December","61.15","63.85","59.7","61.65","0.00818"
"KOVAI","2019-12-20 00:00:00","December","725","734","701","711.4","-0.01876"
"KPIGLOBAL","2019-12-20 00:00:00","December","40.35","40.35","40.35","40.35","0"
"KPRMILL","2019-12-20 00:00:00","December","132","132","130.66","130.86","-0.00864"
"KRBL","2019-12-20 00:00:00","December","269","287.9","265.35","280.9","0.04424"
"KREBSBIO","2019-12-20 00:00:00","December","85.8","87.75","83","83.8","-0.02331"
"KRIDHANINF","2019-12-20 00:00:00","December","2.35","2.45","2.35","2.35","0"
"KRITI","2019-12-20 00:00:00","December","23.9","23.9","20","20.85","-0.12762"
"KSB","2019-12-20 00:00:00","December","640","669.95","631.1","658.75","0.0293"
"KSCL","2019-12-20 00:00:00","December","475.35","479.9","468.35","470.35","-0.01052"
"KSL","2019-12-20 00:00:00","December","231.95","235","230.35","232.8","0.00366"
"KTKBANK","2019-12-20 00:00:00","December","64.91","65.36","64.64","65.05","0.00216"
"KUANTUM","2019-12-20 00:00:00","December","49.29","49.3","46.31","47.5","-0.03632"
"L&TFH","2019-12-20 00:00:00","December","107.57","109.06","107.29","108.45","0.00818"
"LALPATHLAB","2019-12-20 00:00:00","December","1495","1519","1460","1470.9","-0.01612"
"LAMBODHARA","2019-12-20 00:00:00","December","32.3","32.3","29.1","29.3","-0.09288"
"LAOPALA","2019-12-20 00:00:00","December","144","146.5","143.6","145.35","0.00937"
"LASA","2019-12-20 00:00:00","December","17.05","17.75","17.05","17.7","0.03812"
"LAURUSLABS","2019-12-20 00:00:00","December","74.78","77.31","73.23","76.28","0.02006"
"LAXMIMACH","2019-12-20 00:00:00","December","3288.3","3302.15","3235","3254.2","-0.01037"
"LEMONTREE","2019-12-20 00:00:00","December","61","63","61","62.5","0.02459"
"LFIC","2019-12-20 00:00:00","December","47.65","52.45","47.65","50.05","0.05037"
"LGBBROSLTD","2019-12-20 00:00:00","December","249.8","260","245.7","253.6","0.01521"
"LGBFORGE","2019-12-20 00:00:00","December","2.4","2.55","2.3","2.4","0"
"LIBAS","2019-12-20 00:00:00","December","34.72","34.72","32.67","34.03","-0.01987"
"LIBERTSHOE","2019-12-20 00:00:00","December","134.1","135.75","132.65","133.7","-0.00298"
"LICHSGFIN","2019-12-20 00:00:00","December","438.9","447.5","437.8","440","0.00251"
"LINC","2019-12-20 00:00:00","December","192.3","193.9","189","190.65","-0.00858"
"LINCOLN","2019-12-20 00:00:00","December","182.05","186.4","178.15","179.9","-0.01181"
"LINDEINDIA","2019-12-20 00:00:00","December","678","688.8","654","658.95","-0.0281"
"LOKESHMACH","2019-12-20 00:00:00","December","34","34.55","33.8","33.95","-0.00147"
"LOTUSEYE","2019-12-20 00:00:00","December","23.4","23.4","22.75","23.4","0"
"LOVABLE","2019-12-20 00:00:00","December","69.8","80.45","69.4","75.75","0.08524"
"LPDC","2019-12-20 00:00:00","December","1.6","1.6","1.5","1.5","-0.0625"
"LSIL","2019-12-20 00:00:00","December","0.5","0.5","0.45","0.5","0"
"LT","2019-12-20 00:00:00","December","139.24","140.59","138.82","139.57","0.00237"
"LTI","2019-12-20 00:00:00","December","1663","1722","1663","1713.25","0.03022"
"LTTS","2019-12-20 00:00:00","December","1493","1498.95","1464.1","1468.65","-0.01631"
"LUMAXIND","2019-12-20 00:00:00","December","1198.95","1209.9","1175","1194.3","-0.00388"
"LUMAXTECH","2019-12-20 00:00:00","December","93.9","98.9","93.75","98.05","0.0442"
"LUPIN","2019-12-20 00:00:00","December","775","778","767.1","770.95","-0.00523"
"LUXIND","2019-12-20 00:00:00","December","1411","1419","1391.1","1401.35","-0.00684"
"LYKALABS","2019-12-20 00:00:00","December","22.9","22.9","21.1","21.1","-0.0786"
"LYPSAGEMS","2019-12-20 00:00:00","December","3.95","4.15","3.85","4","0.01266"
"M&M","2019-12-20 00:00:00","December","533.5","539.65","528.5","530.6","-0.00544"
"M&MFIN","2019-12-20 00:00:00","December","195.77","199.43","194.22","196.99","0.00623"
"MAANALU","2019-12-20 00:00:00","December","29.27","29.58","29","29.08","-0.00649"
"MACPOWER","2019-12-20 00:00:00","December","66.22","66.22","65.93","66.18","-0.0006"
"MADHAV","2019-12-20 00:00:00","December","27","27","25.8","25.9","-0.04074"
"MADHUCON","2019-12-20 00:00:00","December","3.3","3.4","3.25","3.25","-0.01515"
"MADRASFERT","2019-12-20 00:00:00","December","18.9","18.95","18.75","18.75","-0.00794"
"MAGADSUGAR","2019-12-20 00:00:00","December","104.95","105.75","99.35","100.4","-0.04335"
"MAGNUM","2019-12-20 00:00:00","December","4","4.15","3.8","3.95","-0.0125"
"MAHABANK","2019-12-20 00:00:00","December","11.9","12.25","11.75","11.85","-0.0042"
"MAHAPEXLTD","2019-12-20 00:00:00","December","100.35","100.35","100.35","100.35","0"
"MAHASTEEL","2019-12-20 00:00:00","December","107.8","107.8","100","102.15","-0.05241"
"MAHEPC","2019-12-20 00:00:00","December","96","97.5","94.1","94.55","-0.0151"
"MAHESHWARI","2019-12-20 00:00:00","December","112.07","115","111.55","113.5","0.01276"
"MAHINDCIE","2019-12-20 00:00:00","December","162.05","163.9","158.5","159.65","-0.01481"
"MAHLIFE","2019-12-20 00:00:00","December","129.55","130.6","128.08","128.9","-0.00502"
"MAHLOG","2019-12-20 00:00:00","December","370.25","384","370.25","380.1","0.0266"
"MAHSCOOTER","2019-12-20 00:00:00","December","4472.1","4472.1","4350","4374.5","-0.02182"
"MAHSEAMLES","2019-12-20 00:00:00","December","370.25","370.45","366.7","367.65","-0.00702"
"MAITHANALL","2019-12-20 00:00:00","December","452.55","461","452.55","457.2","0.01028"
"MALUPAPER","2019-12-20 00:00:00","December","28.1","28.45","27.3","27.75","-0.01246"
"MANAKALUCO","2019-12-20 00:00:00","December","4.6","4.75","4.4","4.5","-0.02174"
"MANAKCOAT","2019-12-20 00:00:00","December","4.2","4.2","3.85","3.85","-0.08333"
"MANAKSIA","2019-12-20 00:00:00","December","32.4","33.5","32.35","32.85","0.01389"
"MANAKSTEEL","2019-12-20 00:00:00","December","11.9","11.9","11.9","11.9","0"
"MANALIPETC","2019-12-20 00:00:00","December","17.35","17.35","16.8","17","-0.02017"
"MANAPPURAM","2019-12-20 00:00:00","December","174.9","175.8","173.15","174.05","-0.00486"
"MANGALAM","2019-12-20 00:00:00","December","9.25","9.5","9.25","9.25","0"
"MANGCHEFER","2019-12-20 00:00:00","December","28.25","28.25","27.4","27.7","-0.01947"
"MANGLMCEM","2019-12-20 00:00:00","December","262.2","285","256.3","280.65","0.07037"
"MANINDS","2019-12-20 00:00:00","December","42.9","43.5","42.05","42.55","-0.00816"
"MANINFRA","2019-12-20 00:00:00","December","15.53","15.53","14.93","15.2","-0.02125"
"MANUGRAPH","2019-12-20 00:00:00","December","15.65","15.65","14.25","14.75","-0.05751"
"MARALOVER","2019-12-20 00:00:00","December","15","15.15","14.5","14.5","-0.03333"
"MARATHON","2019-12-20 00:00:00","December","75.2","79.35","73.55","73.95","-0.01662"
"MARICO","2019-12-20 00:00:00","December","334.8","338.75","331.55","337.5","0.00806"
"MARKSANS","2019-12-20 00:00:00","December","17.75","17.75","16.9","17.3","-0.02535"
"MARSHALL","2019-12-20 00:00:00","December","36.6","38.95","36","38.2","0.04372"
"MARUTI","2019-12-20 00:00:00","December","7240.65","7304.35","7227.5","7261.5","0.00288"
"MASFIN","2019-12-20 00:00:00","December","835","843.35","820","830.65","-0.00521"
"MASKINVEST","2019-12-20 00:00:00","December","43","43","43","43","0"
"MASTEK","2019-12-20 00:00:00","December","423","428.5","416.55","419.95","-0.00721"
"MATRIMONY","2019-12-20 00:00:00","December","467.5","471","456.7","461.65","-0.01251"
"MAWANASUG","2019-12-20 00:00:00","December","33.75","33.8","32.25","32.5","-0.03704"
"MAXVIL","2019-12-20 00:00:00","December","52.5","58.7","51.5","56.05","0.06762"
"MAYURUNIQ","2019-12-20 00:00:00","December","217.95","219","216","216.1","-0.00849"
"MAZDA","2019-12-20 00:00:00","December","385","392.45","380.55","385.2","0.00052"
"MBAPL","2019-12-20 00:00:00","December","69","69","68","68","-0.01449"
"MBECL","2019-12-20 00:00:00","December","4.75","5","4.75","4.8","0.01053"
"MBLINFRA","2019-12-20 00:00:00","December","4.4","4.4","4.2","4.2","-0.04545"
"MCDHOLDING","2019-12-20 00:00:00","December","17.35","17.9","17.25","17.6","0.01441"
"MCDOWELL-N","2019-12-20 00:00:00","December","600.05","605.8","591.55","598.2","-0.00308"
"MCL","2019-12-20 00:00:00","December","4.55","4.65","4.4","4.45","-0.02198"
"MCLEODRUSS","2019-12-20 00:00:00","December","4.55","4.65","4.4","4.45","-0.02198"
"MCX","2019-12-20 00:00:00","December","1159.95","1159.95","1133","1147","-0.01116"
"MEGASOFT","2019-12-20 00:00:00","December","5.24","5.41","5.15","5.24","0"
"MENONBE","2019-12-20 00:00:00","December","57.45","58.3","56.55","56.9","-0.00957"
