"stock","timeStamp","month","open","high","low","close","change"
"LGBBROSLTD","2019-07-10 00:00:00","July","328.3","328.4","320","321.5","-0.02071"
"LGBFORGE","2019-07-10 00:00:00","July","3.9","4","3.8","3.8","-0.02564"
"LIBAS","2019-07-10 00:00:00","July","37.92","40.07","37.92","40.03","0.05564"
"LIBERTSHOE","2019-07-10 00:00:00","July","115","115","108.6","109.15","-0.05087"
"LICHSGFIN","2019-07-10 00:00:00","July","573.15","574.15","537","541.45","-0.05531"
"LINC","2019-07-10 00:00:00","July","201","201","196.05","196.6","-0.02189"
"LINCOLN","2019-07-10 00:00:00","July","157","162.45","157","161.85","0.03089"
"LINDEINDIA","2019-07-10 00:00:00","July","504.3","510.25","500.75","507.6","0.00654"
"LOKESHMACH","2019-07-10 00:00:00","July","45.8","46.4","42.4","43.9","-0.04148"
"LOTUSEYE","2019-07-10 00:00:00","July","19.65","20.4","18.5","19.5","-0.00763"
"LOVABLE","2019-07-10 00:00:00","July","71.7","72.45","70","70.45","-0.01743"
"LPDC","2019-07-10 00:00:00","July","2.6","2.6","2.4","2.45","-0.05769"
"LSIL","2019-07-10 00:00:00","July","0.55","0.55","0.5","0.55","0"
"LT","2019-07-10 00:00:00","July","153.52","154.84","152.32","153.98","0.003"
"LTI","2019-07-10 00:00:00","July","1605","1606","1564.05","1590.95","-0.00875"
"LTTS","2019-07-10 00:00:00","July","1671.9","1671.9","1632","1663.9","-0.00478"
"LUMAXIND","2019-07-10 00:00:00","July","1242.75","1244.9","1211.2","1227.5","-0.01227"
"LUMAXTECH","2019-07-10 00:00:00","July","101","103.8","101","102.35","0.01337"
"LUPIN","2019-07-10 00:00:00","July","755.25","762","748","760.15","0.00649"
"LUXIND","2019-07-10 00:00:00","July","1166.2","1179.1","1151","1158.25","-0.00682"
"LYKALABS","2019-07-10 00:00:00","July","21.35","22","21.1","21.95","0.0281"
"LYPSAGEMS","2019-07-10 00:00:00","July","4.9","5","4.85","4.95","0.0102"
"M&M","2019-07-10 00:00:00","July","630","636.1","619.1","621.65","-0.01325"
"M&MFIN","2019-07-10 00:00:00","July","235.11","237.69","232.63","234.96","-0.00064"
"MAANALU","2019-07-10 00:00:00","July","40.42","40.85","39.25","39.55","-0.02152"
"MACPOWER","2019-07-10 00:00:00","July","120.69","120.78","109.9","109.9","-0.0894"
"MADHAV","2019-07-10 00:00:00","July","35","35.7","33.95","34.25","-0.02143"
"MADHUCON","2019-07-10 00:00:00","July","6.05","6.05","5.55","5.75","-0.04959"
"MADRASFERT","2019-07-10 00:00:00","July","22.7","23.95","22.6","23.4","0.03084"
"MAGADSUGAR","2019-07-10 00:00:00","July","123.6","127.7","117.45","118.55","-0.04086"
"MAGNUM","2019-07-10 00:00:00","July","4.5","4.8","4.4","4.4","-0.02222"
"MAHABANK","2019-07-10 00:00:00","July","16.1","16.6","15.85","16","-0.00621"
"MAHAPEXLTD","2019-07-10 00:00:00","July","86.4","86.4","86.4","86.4","0"
"MAHASTEEL","2019-07-10 00:00:00","July","154","158.55","150.8","151.4","-0.01688"
"MAHEPC","2019-07-10 00:00:00","July","109.4","109.4","105","105.65","-0.03428"
"MAHESHWARI","2019-07-10 00:00:00","July","117.55","124","117.55","123.3","0.04892"
"MAHINDCIE","2019-07-10 00:00:00","July","221.7","221.7","215.1","219.15","-0.0115"
"MAHLIFE","2019-07-10 00:00:00","July","133.7","139.82","133.7","138","0.03216"
"MAHLOG","2019-07-10 00:00:00","July","460.15","466.45","455.4","464.2","0.0088"
"MAHSCOOTER","2019-07-10 00:00:00","July","4370","4400","4221","4251.4","-0.02714"
"MAHSEAMLES","2019-07-10 00:00:00","July","413.55","415.7","406.1","413.15","-0.00097"
"MAITHANALL","2019-07-10 00:00:00","July","552","568.15","547","554.9","0.00525"
"MALUPAPER","2019-07-10 00:00:00","July","21.45","21.45","20.1","20.45","-0.04662"
"MANAKALUCO","2019-07-10 00:00:00","July","6","6.45","5.75","5.9","-0.01667"
"MANAKCOAT","2019-07-10 00:00:00","July","3.95","4.2","3.95","3.95","0"
"MANAKSIA","2019-07-10 00:00:00","July","35.7","37.3","35.1","35.3","-0.0112"
"MANAKSTEEL","2019-07-10 00:00:00","July","16.75","17.6","16.5","16.5","-0.01493"
"MANALIPETC","2019-07-10 00:00:00","July","22.6","23.1","22.55","22.7","0.00442"
"MANAPPURAM","2019-07-10 00:00:00","July","130.75","132.5","125.75","126.95","-0.02906"
"MANGALAM","2019-07-10 00:00:00","July","10.2","10.2","9.5","9.55","-0.06373"
"MANGCHEFER","2019-07-10 00:00:00","July","33.5","35.05","33.5","34.35","0.02537"
"MANGLMCEM","2019-07-10 00:00:00","July","243","244.05","235","236.35","-0.02737"
"MANINDS","2019-07-10 00:00:00","July","50.6","51.95","50.2","50.25","-0.00692"
"MANINFRA","2019-07-10 00:00:00","July","18.03","19.2","18.03","18.77","0.04104"
"MANUGRAPH","2019-07-10 00:00:00","July","19.15","19.4","18.4","18.65","-0.02611"
"MARALOVER","2019-07-10 00:00:00","July","19.8","19.8","18.65","19.15","-0.03283"
"MARATHON","2019-07-10 00:00:00","July","91.6","92.8","87.55","88","-0.0393"
"MARICO","2019-07-10 00:00:00","July","370.55","374.3","367.3","370.4","-0.0004"
"MARKSANS","2019-07-10 00:00:00","July","19.15","19.4","18.85","19","-0.00783"
"MARSHALL","2019-07-10 00:00:00","July","58.5","59.95","57.6","57.6","-0.01538"
"MARUTI","2019-07-10 00:00:00","July","5959","5995","5900","5927.9","-0.00522"
"MASFIN","2019-07-10 00:00:00","July","565","577.4","565","570.05","0.00894"
"MASKINVEST","2019-07-10 00:00:00","July","34.8","34.8","34.8","34.8","0"
"MASTEK","2019-07-10 00:00:00","July","462.05","467.9","457.4","458.8","-0.00703"
"MATRIMONY","2019-07-10 00:00:00","July","620.6","626.4","611","615.75","-0.00782"
"MAWANASUG","2019-07-10 00:00:00","July","43.9","43.95","41.5","41.8","-0.04784"
"MAXVIL","2019-07-10 00:00:00","July","41.4","42.05","41.05","41.55","0.00362"
"MAYURUNIQ","2019-07-10 00:00:00","July","268.45","273.45","265.5","268.35","-0.00037"
"MAZDA","2019-07-10 00:00:00","July","403.25","419.5","391.65","398.9","-0.01079"
"MBECL","2019-07-10 00:00:00","July","2.7","2.7","2.65","2.65","-0.01852"
"MBLINFRA","2019-07-10 00:00:00","July","6.65","6.85","6.55","6.65","0"
"MCDHOLDING","2019-07-10 00:00:00","July","17.9","18.5","17.5","17.75","-0.00838"
"MCDOWELL-N","2019-07-10 00:00:00","July","570","574.85","554.2","560.45","-0.01675"
"MCL","2019-07-10 00:00:00","July","11.65","11.9","11.4","11.4","-0.02146"
"MCLEODRUSS","2019-07-10 00:00:00","July","11.65","11.9","11.4","11.4","-0.02146"
"MCX","2019-07-10 00:00:00","July","827.15","834","812.8","816.05","-0.01342"
"MEGASOFT","2019-07-10 00:00:00","July","5.95","6.08","5.7","5.79","-0.02689"
"MENONBE","2019-07-10 00:00:00","July","74.2","74.2","71.6","73.8","-0.00539"
"MEP","2019-07-10 00:00:00","July","32.65","33.2","31.65","32","-0.01991"
"MERCATOR","2019-07-10 00:00:00","July","1.7","1.7","1.6","1.7","0"
"METALFORGE","2019-07-10 00:00:00","July","8.65","8.65","8.65","8.65","0"
"METROPOLIS","2019-07-10 00:00:00","July","967.8","1003","954.95","994.95","0.02805"
"MFSL","2019-07-10 00:00:00","July","414","418.25","406.4","410.5","-0.00845"
"MGL","2019-07-10 00:00:00","July","792","804.5","784.5","790.7","-0.00164"
"MHRIL","2019-07-10 00:00:00","July","151.33","155","150.7","152.27","0.00621"
"MIDHANI","2019-07-10 00:00:00","July","123.05","124.85","121.85","122.7","-0.00284"
"MINDACORP","2019-07-10 00:00:00","July","100.5","110","100","102.75","0.02239"
"MINDAIND","2019-07-10 00:00:00","July","275.61","304.17","274.12","300.44","0.09009"
"MINDTECK","2019-07-10 00:00:00","July","41.4","41.4","39.1","39.8","-0.03865"
"MINDTREE","2019-07-10 00:00:00","July","770","772.2","754.35","758.5","-0.01494"
"MIRCELECTR","2019-07-10 00:00:00","July","16.1","16.45","15.75","15.95","-0.00932"
"MIRZAINT","2019-07-10 00:00:00","July","63.4","63.45","61.15","62.45","-0.01498"
"MMFL","2019-07-10 00:00:00","July","451.6","473","451.6","458.2","0.01461"
"MMTC","2019-07-10 00:00:00","July","23","23.4","22.5","22.65","-0.01522"
"MOHITIND","2019-07-10 00:00:00","July","5.9","6.05","5.55","5.65","-0.04237"
"20MICRONS","2019-07-10 00:00:00","July","37.35","37.9","34.2","35.95","-0.03748"
"21STCENMGM","2019-07-10 00:00:00","July","16.15","16.15","16.15","16.15","0"
"3IINFOLTD","2019-07-10 00:00:00","July","32.5","34.5","32.5","32.5","0"
"3MINDIA","2019-07-10 00:00:00","July","22106.4","22113.9","21851.55","21985.3","-0.00548"
"3PLAND","2019-07-10 00:00:00","July","8.3","8.3","7.9","8.25","-0.00602"
"5PAISA","2019-07-10 00:00:00","July","228.9","228.9","216.6","219.35","-0.04172"
"63MOONS","2019-07-10 00:00:00","July","99","101.95","95","101.85","0.02879"
"A2ZINFRA","2019-07-10 00:00:00","July","11.2","11.2","10.25","10.45","-0.06696"
"AARON","2019-07-10 00:00:00","July","46.9","46.9","46.9","46.9","0"
"AARTIDRUGS","2019-07-10 00:00:00","July","131.19","131.97","128.75","129.22","-0.01502"
"AARTIIND","2019-07-10 00:00:00","July","433.5","433.5","405","407.16","-0.06076"
"AARVEEDEN","2019-07-10 00:00:00","July","19.9","19.9","17.3","18.9","-0.05025"
"AAVAS","2019-07-10 00:00:00","July","1496","1521.8","1483.55","1499.65","0.00244"
"ABAN","2019-07-10 00:00:00","July","37.55","39.25","36.8","37.2","-0.00932"
"ABB","2019-07-10 00:00:00","July","1524","1549.2","1486.55","1514.2","-0.00643"
"ABBOTINDIA","2019-07-10 00:00:00","July","8745","8919.9","8700","8883.8","0.01587"
"ABCAPITAL","2019-07-10 00:00:00","July","90","91.15","89","89.5","-0.00556"
"ABFRL","2019-07-10 00:00:00","July","201.08","201.18","195.27","196.35","-0.02352"
"ACC","2019-07-10 00:00:00","July","1553.9","1568.4","1529.7","1536.05","-0.01149"
"ACCELYA","2019-07-10 00:00:00","July","856.6","865","850.35","861.6","0.00584"
"ACCURACY","2019-07-10 00:00:00","July","46.35","46.35","46.35","46.35","0"
"ACE","2019-07-10 00:00:00","July","86.5","90","86.5","88.25","0.02023"
"ADANIENT","2019-07-10 00:00:00","July","142","142.5","137.25","139.35","-0.01866"
"ADANIGREEN","2019-07-10 00:00:00","July","50.2","53","48.1","49.1","-0.02191"
"ADANIPORTS","2019-07-10 00:00:00","July","406.95","408.8","402.35","405","-0.00479"
"ADANIPOWER","2019-07-10 00:00:00","July","67.95","68.25","62.45","62.95","-0.07358"
"ADANITRANS","2019-07-10 00:00:00","July","223","227","222.9","224.65","0.0074"
"ADFFOODS","2019-07-10 00:00:00","July","283.5","288.5","276.3","282.05","-0.00511"
"ADORWELD","2019-07-10 00:00:00","July","334","336.05","329","331.2","-0.00838"
"ADROITINFO","2019-07-10 00:00:00","July","9.6","10.6","9.6","10.3","0.07292"
"ADSL","2019-07-10 00:00:00","July","13.55","13.85","13.25","13.45","-0.00738"
"ADVANIHOTR","2019-07-10 00:00:00","July","57.5","58.65","57.45","57.75","0.00435"
"ADVENZYMES","2019-07-10 00:00:00","July","164.55","164.55","156.45","158.95","-0.03403"
"AEGISCHEM","2019-07-10 00:00:00","July","216","218.25","213.1","214.15","-0.00856"
"AGARIND","2019-07-10 00:00:00","July","120.6","123.2","117.4","119.4","-0.00995"
"AGRITECH","2019-07-10 00:00:00","July","408.2","415","404.35","405.9","-0.00563"
"AGROPHOS","2019-07-10 00:00:00","July","89.5","92.4","89.5","92.05","0.02849"
"AHLADA","2019-07-10 00:00:00","July","70","70","70","70","0"
"AHLEAST","2019-07-10 00:00:00","July","185.15","194.85","184.1","187.95","0.01512"
"AHLUCONT","2019-07-10 00:00:00","July","327.55","332","327","328.05","0.00153"
"AIAENG","2019-07-10 00:00:00","July","1775.3","1783.95","1742.05","1759.9","-0.00867"
"AIRAN","2019-07-10 00:00:00","July","20.65","23","20.65","22.5","0.08959"
"AJANTPHARM","2019-07-10 00:00:00","July","918.75","922.1","907","910.5","-0.00898"
"AJMERA","2019-07-10 00:00:00","July","158.25","162.45","157.2","157.95","-0.0019"
"AJOONI","2019-07-10 00:00:00","July","12.38","12.38","12.38","12.38","0"
"AJRINFRA","2019-07-10 00:00:00","July","0.35","0.45","0.35","0.4","0.14286"
"AKASH","2019-07-10 00:00:00","July","40.7","40.95","40.7","40.95","0.00614"
"AKSHARCHEM","2019-07-10 00:00:00","July","274.95","278","266","270.2","-0.01728"
"AKSHOPTFBR","2019-07-10 00:00:00","July","11.9","11.9","11","11.25","-0.05462"
"AKZOINDIA","2019-07-10 00:00:00","July","1741","1750.45","1734.95","1736.1","-0.00281"
"ALANKIT","2019-07-10 00:00:00","July","28.9","29.4","28.2","28.6","-0.01038"
"ALBERTDAVD","2019-07-10 00:00:00","July","382.75","385.65","375.65","380.45","-0.00601"
"ALEMBICLTD","2019-07-10 00:00:00","July","42.95","43.1","42.7","43","0.00116"
"ALICON","2019-07-10 00:00:00","July","550","550","533","534.65","-0.02791"
"ALKALI","2019-07-10 00:00:00","July","500.9","507","492.3","502.05","0.0023"
"ALKEM","2019-07-10 00:00:00","July","1765.6","1795","1735","1776.1","0.00595"
"ALKYLAMINE","2019-07-10 00:00:00","July","328","332.2","320.4","328.4","0.00122"
"ALLCARGO","2019-07-10 00:00:00","July","97.2","98.4","95.7","97.7","0.00514"
"ALLSEC","2019-07-10 00:00:00","July","307.1","315","296.55","301","-0.01986"
"ALMONDZ","2019-07-10 00:00:00","July","16.95","16.95","16.25","16.55","-0.0236"
"ALOKINDS","2019-07-10 00:00:00","July","3.25","3.3","3.1","3.15","-0.03077"
"ALPA","2019-07-10 00:00:00","July","18.4","18.4","17.65","17.75","-0.03533"
"ALPHAGEO","2019-07-10 00:00:00","July","382","385","369","377.2","-0.01257"
"AMARAJABAT","2019-07-10 00:00:00","July","640","651.4","638.15","647.55","0.0118"
"AMBER","2019-07-10 00:00:00","July","830.25","835","826.1","828.65","-0.00193"
"AMBIKCO","2019-07-10 00:00:00","July","1046.15","1052.95","1034.15","1049.2","0.00292"
"AMBUJACEM","2019-07-10 00:00:00","July","211.8","211.95","207.9","208.85","-0.01393"
"AMDIND","2019-07-10 00:00:00","July","17.2","17.8","16.55","17.1","-0.00581"
"AMJLAND","2019-07-10 00:00:00","July","17.15","17.5","17","17.15","0"
"AMRUTANJAN","2019-07-10 00:00:00","July","292.65","297.5","292","295.65","0.01025"
"ANANTRAJ","2019-07-10 00:00:00","July","29.7","30.3","29.7","30.05","0.01178"
"ANDHRACEMT","2019-07-10 00:00:00","July","3.85","4","3.8","3.8","-0.01299"
"ANDHRAPAP","2019-07-10 00:00:00","July","429.5","431","429.2","429.55","0.00012"
"ANDHRSUGAR","2019-07-10 00:00:00","July","61.04","62.8","61.04","62.07","0.01687"
"ANDREWYU","2019-07-10 00:00:00","July","16.1","16.1","15.75","15.85","-0.01553"
"ANIKINDS","2019-07-10 00:00:00","July","9.45","10.7","9.4","9.9","0.04762"
"ANKITMETAL","2019-07-10 00:00:00","July","0.45","0.5","0.4","0.45","0"
"ANSALAPI","2019-07-10 00:00:00","July","5.05","5.25","5","5.05","0"
"ANSALHSG","2019-07-10 00:00:00","July","5.75","5.8","5.45","5.5","-0.04348"
"ANTGRAPHIC","2019-07-10 00:00:00","July","0.85","0.9","0.85","0.9","0.05882"
"APARINDS","2019-07-10 00:00:00","July","565.5","575","556.6","570.15","0.00822"
"APCL","2019-07-10 00:00:00","July","163.7","163.7","157.55","161","-0.01649"
"APCOTEXIND","2019-07-10 00:00:00","July","215","217","209","213.1","-0.00884"
"APEX","2019-07-10 00:00:00","July","255","273.65","252.05","253.45","-0.00608"
"APLAPOLLO","2019-07-10 00:00:00","July","157.1","160.93","157.01","158.92","0.01158"
"APLLTD","2019-07-10 00:00:00","July","526.3","551.9","516.3","524.25","-0.0039"
"APOLLO","2019-07-10 00:00:00","July","1327.95","1337.55","1313.05","1318.15","-0.00738"
"APOLLOHOSP","2019-07-10 00:00:00","July","1327.95","1337.55","1313.05","1318.15","-0.00738"
"APOLLOPIPE","2019-07-10 00:00:00","July","130.02","130.03","126.67","127.07","-0.02269"
"APOLLOTYRE","2019-07-10 00:00:00","July","187.05","188.5","185.6","187","-0.00027"
"APOLSINHOT","2019-07-10 00:00:00","July","890","890","857.05","879.25","-0.01208"
"APTECHT","2019-07-10 00:00:00","July","140.5","141.35","136.5","137.6","-0.02064"
"ARCHIDPLY","2019-07-10 00:00:00","July","30.1","30.95","29.7","30.05","-0.00166"
"ARCHIES","2019-07-10 00:00:00","July","20.1","20.3","19.5","19.95","-0.00746"
"ARIES","2019-07-10 00:00:00","July","62.75","62.8","59","59.15","-0.05737"
"ARIHANT","2019-07-10 00:00:00","July","22.25","23.4","21.55","22.85","0.02697"
"ARIHANTSUP","2019-07-10 00:00:00","July","46.05","50.7","45.9","45.95","-0.00217"
"ARMANFIN","2019-07-10 00:00:00","July","420","420","409.35","411.25","-0.02083"
"AROGRANITE","2019-07-10 00:00:00","July","43.9","44.2","42.4","43.2","-0.01595"
"ARROWGREEN","2019-07-10 00:00:00","July","69.17","69.17","69.17","69.17","0"
"ARSHIYA","2019-07-10 00:00:00","July","14.9","16.7","14.65","15.9","0.06711"
"ARSSINFRA","2019-07-10 00:00:00","July","35.5","37.8","35.5","36","0.01408"
"ARVIND","2019-07-10 00:00:00","July","63.15","63.85","57.9","59.4","-0.05938"
"ARVINDFASN","2019-07-10 00:00:00","July","515.63","515.63","490.4","496.35","-0.03739"
"ARVSMART","2019-07-10 00:00:00","July","95.6","100.9","95.6","100.25","0.04864"
"ASAHIINDIA","2019-07-10 00:00:00","July","209.1","211.2","206.25","208.85","-0.0012"
"ASAHISONG","2019-07-10 00:00:00","July","142.05","142.2","129.1","130.95","-0.07814"
"ASAL","2019-07-10 00:00:00","July","168.3","175","166","169.15","0.00505"
"ASALCBR","2019-07-10 00:00:00","July","168.3","175","166","169.15","0.00505"
"ASHAPURMIN","2019-07-10 00:00:00","July","18.7","18.7","17.7","18","-0.03743"
"ASHIANA","2019-07-10 00:00:00","July","115.8","116.95","115.2","116.25","0.00389"
"ASHIMASYN","2019-07-10 00:00:00","July","9.05","9.9","9.05","9.65","0.0663"
"ASHOKA","2019-07-10 00:00:00","July","134.9","136.5","132.5","133.2","-0.0126"
"ASHOKLEY","2019-07-10 00:00:00","July","84","85.65","83.55","84.8","0.00952"
"ASIANENE","2019-07-10 00:00:00","July","83","85","82.5","83.15","0.00181"
"ASIANHOTNR","2019-07-10 00:00:00","July","121.05","127.05","121.05","125.2","0.03428"
"ASIANPAINT","2019-07-10 00:00:00","July","1317.8","1340.35","1312.05","1322.95","0.00391"
"ASIANTILES","2019-07-10 00:00:00","July","188.43","189.44","180.95","181.71","-0.03566"
"ASPINWALL","2019-07-10 00:00:00","July","136.2","145","136.2","143","0.04993"
"ASTEC","2019-07-10 00:00:00","July","429.95","432.8","416","419.9","-0.02337"
"ASTERDM","2019-07-10 00:00:00","July","115.55","118.5","115.4","117.15","0.01385"
"ASTRAL","2019-07-10 00:00:00","July","776.97","800.52","773.04","791.79","0.01907"
"ASTRAMICRO","2019-07-10 00:00:00","July","82.4","83","80.65","81.55","-0.01032"
"ASTRAZEN","2019-07-10 00:00:00","July","1989.2","2052.5","1985.05","2013.1","0.01201"
"ASTRON","2019-07-10 00:00:00","July","108.5","110","103.75","107.55","-0.00876"
"ATFL","2019-07-10 00:00:00","July","496.5","500.5","495","495.25","-0.00252"
"ATGL","2019-07-10 00:00:00","July","165.15","166.7","163.1","163.25","-0.0115"
"ATUL","2019-07-10 00:00:00","July","271.7","278","271.1","273.85","0.00791"
"ATULAUTO","2019-07-10 00:00:00","July","271.7","278","271.1","273.85","0.00791"
"AUBANK","2019-07-10 00:00:00","July","665","678.95","646.6","656.65","-0.01256"
"AURIONPRO","2019-07-10 00:00:00","July","104.05","106.35","102.5","102.8","-0.01201"
"AUROPHARMA","2019-07-10 00:00:00","July","606.4","607","589.35","597.1","-0.01534"
"AURUM","2019-07-10 00:00:00","July","555.8","571","551.05","558.55","0.00495"
"AUSOMENT","2019-07-10 00:00:00","July","35","35","33.1","35","0"
"AUTOAXLES","2019-07-10 00:00:00","July","1016.65","1019.2","995","998.75","-0.01761"
"AUTOIND","2019-07-10 00:00:00","July","53.45","55.9","51.1","51.65","-0.03368"
"AVADHSUGAR","2019-07-10 00:00:00","July","303.1","308.95","287.5","289.5","-0.04487"
"AVANTIFEED","2019-07-10 00:00:00","July","338.4","351","338.3","341.3","0.00857"
"AVTNPL","2019-07-10 00:00:00","July","23.4","24.5","22.65","23","-0.01709"
"AXISBANK","2019-07-10 00:00:00","July","786.65","790","764.55","769.25","-0.02212"
"AXISCADES","2019-07-10 00:00:00","July","63.9","63.95","54.65","58.4","-0.08607"
"AYMSYNTEX","2019-07-10 00:00:00","July","34.1","36.35","34.1","35.45","0.03959"
"BAFNAPH","2019-07-10 00:00:00","July","54","57.5","53.5","56.5","0.0463"
"BAGFILMS","2019-07-10 00:00:00","July","3.35","3.4","3.2","3.3","-0.01493"
"BAJAJ-AUTO","2019-07-10 00:00:00","July","2790","2793.95","2720.55","2740.4","-0.01778"
"BAJAJCON","2019-07-10 00:00:00","July","318.05","321.1","315.15","318.1","0.00016"
"BAJAJELEC","2019-07-10 00:00:00","July","471.22","474.98","442.49","446.63","-0.05218"
"MOIL","2019-07-10 00:00:00","July","152","153.5","150.25","152.3","0.00197"
"MOKSH","2019-07-10 00:00:00","July","4","4.09","4","4.04","0.01"
"MOL","2019-07-10 00:00:00","July","270.19","273.66","269.19","270.14","-0.00019"
"MOLDTECH","2019-07-10 00:00:00","July","53.05","53.7","51.05","53.35","0.00566"
"MOLDTKPAC","2019-07-10 00:00:00","July","270.19","273.66","269.19","270.14","-0.00019"
"MONARCH","2019-07-10 00:00:00","July","28.75","29.75","26.7","28","-0.02609"
"MONTECARLO","2019-07-10 00:00:00","July","295","299.75","292","295","0"
"MORARJEE","2019-07-10 00:00:00","July","11.85","12.65","11.55","11.85","0"
"MOREPENLAB","2019-07-10 00:00:00","July","17.35","17.5","17.05","17.15","-0.01153"
"MOTHERSUMI","2019-07-10 00:00:00","July","118.55","119.15","117.05","118.15","-0.00337"
"MOTILALOFS","2019-07-10 00:00:00","July","680","680","661","666.35","-0.02007"
"MPHASIS","2019-07-10 00:00:00","July","953.6","954","940","944.05","-0.01001"
"MPSLTD","2019-07-10 00:00:00","July","562.7","574.45","558.4","568.15","0.00969"
"MRF","2019-07-10 00:00:00","July","54572","55400","54555.55","55196.9","0.01145"
"MRO-TEK","2019-07-10 00:00:00","July","25.8","25.85","25.4","25.8","0"
"MRPL","2019-07-10 00:00:00","July","58.75","59.4","58","58.55","-0.0034"
"MSPL","2019-07-10 00:00:00","July","6.9","6.9","6.45","6.6","-0.04348"
"MSTCLTD","2019-07-10 00:00:00","July","99.35","100.95","98","99","-0.00352"
"MTEDUCARE","2019-07-10 00:00:00","July","40.5","40.5","38.05","38.5","-0.04938"
"MTNL","2019-07-10 00:00:00","July","8.15","8.2","7.9","7.95","-0.02454"
"MUKANDENGG","2019-07-10 00:00:00","July","15.4","15.6","14.9","15.05","-0.02273"
"MUKANDLTD","2019-07-10 00:00:00","July","41.3","43.25","41.3","42.05","0.01816"
"MUKTAARTS","2019-07-10 00:00:00","July","36.85","37.4","36.55","36.75","-0.00271"
"MUNJALAU","2019-07-10 00:00:00","July","39.1","40.05","39.1","39.55","0.01151"
"MUNJALSHOW","2019-07-10 00:00:00","July","146","147.15","145.4","146","0"
"MURUDCERA","2019-07-10 00:00:00","July","19.3","19.3","17.6","17.9","-0.07254"
"MUTHOOTCAP","2019-07-10 00:00:00","July","668.8","672.25","640","642.2","-0.03977"
"MUTHOOTFIN","2019-07-10 00:00:00","July","617.55","618.95","603.7","606.05","-0.01862"
"NACLIND","2019-07-10 00:00:00","July","28.15","29.8","26.5","27","-0.04085"
"NAGAFERT","2019-07-10 00:00:00","July","4.8","4.95","4.8","4.9","0.02083"
"NAGREEKCAP","2019-07-10 00:00:00","July","7.9","8.95","7.65","8.25","0.0443"
"NAGREEKEXP","2019-07-10 00:00:00","July","18.9","18.95","17","18.2","-0.03704"
"NAHARCAP","2019-07-10 00:00:00","July","76.25","78","76.2","76.65","0.00525"
"NAHARINDUS","2019-07-10 00:00:00","July","30.95","30.95","30","30.5","-0.01454"
"NAHARPOLY","2019-07-10 00:00:00","July","35.65","35.7","32.5","33.15","-0.07013"
"NAHARSPING","2019-07-10 00:00:00","July","66.55","66.55","65.05","65.55","-0.01503"
"NAM-INDIA","2019-07-10 00:00:00","July","226.4","226.4","224.45","224.7","-0.00751"
"NATCOPHARM","2019-07-10 00:00:00","July","538","538.5","528.05","532","-0.01115"
"NATHBIOGEN","2019-07-10 00:00:00","July","410.95","410.95","400","402","-0.02178"
"NATIONALUM","2019-07-10 00:00:00","July","48","48.05","46.65","46.85","-0.02396"
"NATNLSTEEL","2019-07-10 00:00:00","July","2.95","3.15","2.95","2.95","0"
"NAUKRI","2019-07-10 00:00:00","July","2230","2265.95","2212.35","2225","-0.00224"
"NAVINFLUOR","2019-07-10 00:00:00","July","656","667.95","645.85","647.3","-0.01326"
"NAVKARCORP","2019-07-10 00:00:00","July","26.35","26.35","23.95","24.15","-0.08349"
"NAVNETEDUL","2019-07-10 00:00:00","July","105.15","108.3","105.15","107.65","0.02378"
"NBCC","2019-07-10 00:00:00","July","56.1","56.65","54.35","54.85","-0.02228"
"NBIFIN","2019-07-10 00:00:00","July","1376","1398","1376","1398","0.01599"
"NBVENTURES","2019-07-10 00:00:00","July","94.9","95.25","92.15","92.55","-0.02476"
"NCC","2019-07-10 00:00:00","July","93.9","93.9","87.65","89.15","-0.05059"
"NCLIND","2019-07-10 00:00:00","July","130","130","123.3","124.35","-0.04346"
"NDGL","2019-07-10 00:00:00","July","682.5","695","675","679","-0.00513"
"NDL","2019-07-10 00:00:00","July","37","37.9","36.25","36.35","-0.01757"
"NDTV","2019-07-10 00:00:00","July","34.4","34.65","34.15","34.6","0.00581"
"NECCLTD","2019-07-10 00:00:00","July","6.75","6.75","6.55","6.6","-0.02222"
"NECLIFE","2019-07-10 00:00:00","July","14","14.2","13.6","13.8","-0.01429"
"NELCAST","2019-07-10 00:00:00","July","46.3","46.95","45.85","46.25","-0.00108"
"NELCO","2019-07-10 00:00:00","July","293.95","294.8","285.1","286.5","-0.02534"
"NEOGEN","2019-07-10 00:00:00","July","342","348.39999","336","346.29999","0.01257"
"NESCO","2019-07-10 00:00:00","July","548.65","564.95","548.65","559.9","0.0205"
"NESTLEIND","2019-07-10 00:00:00","July","11715","11795","11530","11550.45","-0.01405"
"NETWORK18","2019-07-10 00:00:00","July","25.05","25.7","24.3","24.45","-0.02395"
"NEULANDLAB","2019-07-10 00:00:00","July","543.9","555.6","507","518.5","-0.0467"
"NEWGEN","2019-07-10 00:00:00","July","300","300","290.65","292.05","-0.0265"
"NFL","2019-07-10 00:00:00","July","34.25","35.4","34.25","35.15","0.02628"
"NH","2019-07-10 00:00:00","July","24.1","24.3","23.75","23.85","-0.01037"
"NHPC","2019-07-10 00:00:00","July","24.1","24.3","23.75","23.85","-0.01037"
"NIACL","2019-07-10 00:00:00","July","144","147.5","142.1","143.75","-0.00174"
"NIBL","2019-07-10 00:00:00","July","16.85","16.85","15.1","15.9","-0.05638"
"NIITLTD","2019-07-10 00:00:00","July","99.4","100","96.2","96.8","-0.02616"
